day,pdays,previous,age_group_young_adult,age_group_adult,age_group_middle_aged,age_group_senior,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,education_secondary,education_tertiary,education_unknown,default_yes,balance_log,housing_yes,loan_yes,contact_telephone,contact_unknown,month_encoded,campaign_log,y,poutcome_other,poutcome_success
3,253,1.0986122886681098,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,8.945723572455398,True,True,True,False,1,1.0986122886681098,False,True,False
3,263,1.0986122886681098,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,9.060331104649475,True,False,False,False,1,1.791759469228055,False,False,False
3,209,0.6931471805599453,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,9.023167064451204,True,False,False,False,1,1.6094379124341003,False,False,False
3,265,1.0986122886681098,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,9.065314599925925,True,False,False,False,1,1.3862943611198906,False,False,False
3,161,1.791759469228055,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,9.087494541977337,False,False,False,False,1,1.3862943611198906,False,True,False
3,6,1.3862943611198906,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,9.09627541568821,False,False,False,False,1,1.791759469228055,False,True,False
3,6,1.3862943611198906,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,8.990067695753655,False,False,False,False,1,1.791759469228055,False,True,False
3,264,2.302585092994046,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,8.989818381366925,True,False,True,False,1,1.3862943611198906,False,False,False
3,188,1.6094379124341003,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,9.248310303227811,True,True,False,False,1,1.0986122886681098,False,False,False
3,202,2.0794415416798357,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,9.15704507491796,False,True,False,False,1,1.3862943611198906,False,True,False
3,270,1.0986122886681098,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,9.068315871946766,True,False,False,False,1,1.3862943611198906,False,False,False
3,244,1.9459101490553132,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,9.038483865029992,True,False,False,False,1,1.791759469228055,False,False,False
3,264,1.0986122886681098,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,9.0455836463617,True,False,False,False,1,1.3862943611198906,False,True,False
3,6,1.9459101490553132,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,9.149315670138408,True,False,True,False,1,1.9459101490553132,False,True,False
3,187,2.4849066497880004,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,8.994916943677111,True,False,False,False,1,1.6094379124341003,False,True,False
3,252,1.3862943611198906,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,9.076351731972865,True,True,True,False,1,1.3862943611198906,False,False,False
3,211,1.3862943611198906,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,9.02713842775492,True,False,False,False,1,1.791759469228055,False,True,False
3,187,1.791759469228055,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,9.024613022047395,False,False,False,False,1,1.6094379124341003,False,True,False
3,204,1.6094379124341003,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.024613022047395,False,True,True,False,1,1.6094379124341003,False,False,False
3,252,1.6094379124341003,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,8.980046316633132,True,False,False,False,1,1.6094379124341003,False,False,False
3,215,0.6931471805599453,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,9.198976041897133,False,False,True,False,1,1.0986122886681098,False,True,False
3,267,1.9459101490553132,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,9.002577922700276,True,False,False,False,1,1.6094379124341003,False,False,False
3,252,0.6931471805599453,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,8.997518369733845,True,False,True,False,1,1.0986122886681098,False,True,False
3,209,0.6931471805599453,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,9.013351778138825,False,True,False,False,1,1.6094379124341003,False,False,False
3,270,1.3862943611198906,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,9.050523670522297,True,False,False,False,1,1.6094379124341003,False,True,False
3,6,1.3862943611198906,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,8.983188799264434,False,False,True,False,1,1.6094379124341003,False,True,False
3,251,1.0986122886681098,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,8.963160242833732,True,True,False,False,1,1.9459101490553132,False,False,False
3,251,1.6094379124341003,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,8.978660489639687,True,False,False,False,1,1.6094379124341003,False,False,False
3,217,1.791759469228055,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.394992544108419,False,False,False,False,1,1.791759469228055,False,True,False
3,270,1.0986122886681098,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.082734247371036,True,False,False,False,1,1.3862943611198906,False,False,False
3,264,1.0986122886681098,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,9.126850061477157,True,False,True,False,1,1.9459101490553132,False,False,False
3,6,0.6931471805599453,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,8.945202263959297,False,False,True,False,1,1.6094379124341003,False,True,False
3,169,2.5649493574615367,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,9.034438166984412,False,True,False,False,1,1.0986122886681098,False,False,False
3,204,1.3862943611198906,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,8.995660899074103,True,False,False,False,1,2.0794415416798357,False,False,False
4,257,0.6931471805599453,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,9.026778045746095,True,True,False,False,1,0.6931471805599453,False,False,False
4,210,0.6931471805599453,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,9.100748695346088,False,True,False,False,1,0.6931471805599453,False,False,False
4,273,0.6931471805599453,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,9.067393362656249,True,True,False,False,1,0.6931471805599453,False,True,False
4,251,0.6931471805599453,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,9.143024664691316,True,False,False,False,1,0.6931471805599453,False,False,False
4,251,0.6931471805599453,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,9.41442342055165,True,False,False,False,1,0.6931471805599453,False,False,False
4,265,1.9459101490553132,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,9.013838751608395,False,True,False,False,1,0.6931471805599453,False,True,False
4,273,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,9.19786285046507,True,False,False,False,1,0.6931471805599453,False,False,False
4,272,1.0986122886681098,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,9.040144994980068,True,False,False,False,1,0.6931471805599453,False,True,False
4,244,1.3862943611198906,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.03264808356589,True,False,False,False,1,0.6931471805599453,False,False,False
4,274,1.0986122886681098,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,9.179365567676752,True,True,False,False,1,0.6931471805599453,False,True,False
4,244,0.6931471805599453,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.24009333012553,True,True,True,False,1,0.6931471805599453,False,False,False
4,216,1.0986122886681098,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,8.933796043934858,False,False,False,False,1,0.6931471805599453,False,True,False
4,274,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,9.02749867993534,True,False,False,False,1,0.6931471805599453,False,False,False
4,247,0.6931471805599453,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,8.990690709916228,True,False,True,False,1,1.0986122886681098,False,True,False
4,189,2.833213344056216,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,9.019300924562506,True,False,False,False,1,0.6931471805599453,False,True,False
4,189,1.0986122886681098,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,9.002824076547672,False,False,False,False,1,0.6931471805599453,False,False,False
4,246,1.6094379124341003,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.019664010799474,True,False,False,False,1,0.6931471805599453,False,False,False
4,274,1.0986122886681098,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,9.016998311898762,True,False,False,False,1,1.0986122886681098,False,False,False
4,244,0.6931471805599453,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,8.989818381366925,False,False,False,False,1,0.6931471805599453,False,False,False
4,1,0.6931471805599453,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.014568767457824,True,False,False,False,1,0.6931471805599453,False,False,True
4,208,1.0986122886681098,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.037533407550814,True,True,False,False,1,0.6931471805599453,False,False,False
4,274,1.0986122886681098,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,8.989818381366925,True,False,False,False,1,0.6931471805599453,False,False,False
4,196,1.6094379124341003,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,8.989818381366925,True,False,False,False,1,1.3862943611198906,True,False,False
4,274,1.3862943611198906,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,9.035629778183564,True,True,False,False,1,0.6931471805599453,False,False,False
4,259,1.3862943611198906,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.031931152002144,True,True,True,False,1,0.6931471805599453,False,True,False
4,222,0.6931471805599453,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,8.993303139093733,False,True,False,False,1,0.6931471805599453,False,True,False
4,272,1.3862943611198906,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,9.04981944514108,False,False,False,False,1,1.6094379124341003,False,False,False
4,230,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,9.258273025731485,True,False,False,False,1,0.6931471805599453,False,True,False
4,245,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,9.095602694505759,True,True,False,False,1,1.0986122886681098,False,False,False
4,205,1.3862943611198906,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,8.990067695753655,True,True,False,False,1,0.6931471805599453,False,False,False
4,251,0.6931471805599453,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,9.434922887484646,True,False,False,False,1,0.6931471805599453,False,False,False
4,197,2.302585092994046,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,9.024613022047395,False,False,False,False,1,0.6931471805599453,False,False,False
4,268,1.6094379124341003,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,8.994048295611075,True,False,False,False,1,1.9459101490553132,False,False,False
4,190,1.9459101490553132,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,8.93022956502072,True,False,False,False,1,0.6931471805599453,False,False,False
4,260,1.6094379124341003,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,8.990316947998217,False,False,False,False,1,1.0986122886681098,False,False,False
4,260,0.6931471805599453,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,8.859505484519133,True,False,False,False,1,1.0986122886681098,False,False,False
4,274,1.6094379124341003,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,9.17585244151751,False,True,False,False,1,1.9459101490553132,False,False,False
4,274,0.6931471805599453,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,9.039077442538963,True,False,False,False,1,0.6931471805599453,False,False,False
4,271,0.6931471805599453,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,8.992184362173012,True,False,False,False,1,0.6931471805599453,False,True,False
4,189,1.0986122886681098,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,9.127176130715414,True,False,False,False,1,1.0986122886681098,True,False,True
4,209,0.6931471805599453,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,9.017726025696795,True,False,False,False,1,0.6931471805599453,False,False,False
4,273,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,9.031572493381526,True,False,False,False,1,0.6931471805599453,False,False,False
4,237,3.044522437723423,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,8.99528899055931,True,True,False,False,1,1.0986122886681098,False,True,False
4,266,1.3862943611198906,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,8.993551586299981,True,False,False,False,1,0.6931471805599453,False,False,False
4,274,1.3862943611198906,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,9.226508953137767,True,False,False,False,1,1.0986122886681098,False,False,False
4,250,1.6094379124341003,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.11866358340428,True,True,False,False,1,1.0986122886681098,False,False,False
4,264,1.6094379124341003,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.009325172734973,True,False,False,False,1,0.6931471805599453,False,False,False
4,208,0.6931471805599453,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,9.035034150076132,True,False,True,False,1,0.6931471805599453,False,True,False
4,246,1.6094379124341003,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,9.07096335550754,True,False,False,False,1,0.6931471805599453,True,False,False
4,238,2.0794415416798357,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,9.00724451596575,True,False,False,False,1,1.0986122886681098,True,True,False
4,247,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,8.980423936374544,True,False,False,False,1,0.6931471805599453,False,True,False
4,250,0.6931471805599453,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.055906318669118,True,True,False,False,1,0.6931471805599453,False,False,False
4,198,1.6094379124341003,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.019542996701185,False,True,False,False,1,0.6931471805599453,False,False,False
4,196,2.1972245773362196,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,9.033006356693267,False,False,False,False,1,0.6931471805599453,False,False,False
4,204,1.0986122886681098,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.01724094201035,True,False,False,False,1,1.0986122886681098,False,True,False
4,243,0.6931471805599453,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,8.964567702601611,False,True,False,False,1,0.6931471805599453,False,False,False
4,251,1.791759469228055,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.190035618635818,True,False,False,False,1,0.6931471805599453,False,False,False
4,7,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,9.037057839832897,False,False,False,False,1,2.302585092994046,False,True,False
4,243,1.3862943611198906,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,9.08421009483197,True,False,False,False,1,0.6931471805599453,False,False,False
4,267,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.105646300861517,True,False,True,False,1,0.6931471805599453,False,False,False
4,203,0.6931471805599453,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,8.978029932837156,True,False,False,False,1,0.6931471805599453,True,False,False
4,274,1.0986122886681098,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,9.035153304082828,True,True,False,False,1,1.0986122886681098,False,False,False
4,252,1.6094379124341003,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.058237593766226,True,False,False,False,1,1.9459101490553132,False,True,False
4,77,0.6931471805599453,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,9.633645398212678,True,True,False,False,1,1.0986122886681098,False,False,False
4,272,1.3862943611198906,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.011401509358791,True,True,False,False,1,1.0986122886681098,False,True,False
4,204,1.0986122886681098,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,9.038721338315364,True,False,False,False,1,0.6931471805599453,False,False,False
4,253,2.0794415416798357,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,9.066700921774572,True,False,False,False,1,0.6931471805599453,False,True,False
4,201,1.0986122886681098,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,9.023167064451204,True,False,False,False,1,0.6931471805599453,False,False,False
4,191,1.3862943611198906,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,9.01042494678118,False,True,False,False,1,1.0986122886681098,False,False,False
4,272,1.0986122886681098,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.033961124637857,True,False,False,False,1,1.6094379124341003,False,False,False
4,204,1.0986122886681098,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,9.017119634313227,False,True,False,False,1,0.6931471805599453,False,True,False
4,264,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,8.990566138131577,False,False,False,False,1,0.6931471805599453,False,False,False
4,212,1.3862943611198906,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.121946221213587,True,False,False,False,1,1.6094379124341003,False,False,False
4,253,0.6931471805599453,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.056956065076825,True,True,False,False,1,1.0986122886681098,False,False,False
4,253,0.6931471805599453,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,8.959311617172437,True,True,False,False,1,0.6931471805599453,False,False,False
4,201,1.3862943611198906,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,9.045347797304004,False,False,False,False,1,1.6094379124341003,False,False,False
4,272,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,9.571017297294214,False,False,False,False,1,0.6931471805599453,False,False,False
4,7,1.0986122886681098,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,9.035391569511642,False,True,False,False,1,1.791759469228055,False,True,False
4,215,1.0986122886681098,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.063810579280286,False,False,False,False,1,1.3862943611198906,False,True,False
4,201,0.6931471805599453,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,9.014690384970896,True,False,False,False,1,0.6931471805599453,False,False,False
4,273,1.0986122886681098,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,9.001099725830965,True,False,False,False,1,1.0986122886681098,False,False,False
4,205,1.0986122886681098,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,9.023167064451204,True,False,False,False,1,1.6094379124341003,False,False,False
4,271,0.6931471805599453,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.134107065976593,True,False,False,False,1,0.6931471805599453,False,False,False
4,267,1.791759469228055,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,9.045937315684574,True,False,False,False,1,1.9459101490553132,False,False,False
4,198,2.0794415416798357,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,9.036344063928219,True,True,False,False,1,1.0986122886681098,False,False,False
4,163,3.2188758248682006,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,9.013960457931187,False,False,False,False,1,2.0794415416798357,False,True,False
4,244,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,9.065083359319043,False,True,False,False,1,1.3862943611198906,False,True,False
4,250,0.6931471805599453,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.018089684104343,True,False,False,False,1,1.0986122886681098,False,True,False
4,272,1.0986122886681098,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.021115038865434,True,False,False,False,1,1.0986122886681098,False,False,False
4,169,1.0986122886681098,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,8.995660899074103,False,False,False,False,1,1.0986122886681098,False,False,False
4,267,1.0986122886681098,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.067854723679428,True,False,False,False,1,1.0986122886681098,False,False,False
4,209,0.6931471805599453,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,9.014325488050225,True,True,False,False,1,1.0986122886681098,False,False,False
4,212,1.0986122886681098,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,9.027018314848645,False,True,False,False,1,1.0986122886681098,False,True,False
4,196,1.791759469228055,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,9.07280095795412,True,False,False,False,1,1.6094379124341003,False,False,False
4,229,1.3862943611198906,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,8.989818381366925,True,True,False,False,1,1.0986122886681098,False,True,False
4,204,1.791759469228055,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,8.989818381366925,True,True,False,False,1,2.1972245773362196,False,False,False
4,271,1.3862943611198906,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,9.33300038471207,True,False,False,False,1,1.0986122886681098,False,False,False
4,7,2.0794415416798357,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,9.09121894106832,True,True,False,False,1,1.6094379124341003,False,True,False
4,247,1.3862943611198906,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,9.086929027060949,True,False,False,False,1,1.0986122886681098,False,True,False
4,253,1.6094379124341003,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,9.03336450150698,True,False,False,False,1,1.3862943611198906,False,False,False
4,260,0.6931471805599453,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,9.197153810172008,True,False,False,False,1,1.0986122886681098,False,False,False
4,252,0.6931471805599453,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,9.0442857876461,True,False,False,False,1,1.6094379124341003,False,False,False
4,177,2.0794415416798357,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,9.030735122676456,False,False,False,False,1,1.0986122886681098,True,False,False
4,223,0.6931471805599453,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,9.110520036693972,True,False,False,False,1,1.3862943611198906,False,True,False
4,175,1.0986122886681098,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.010913347279288,False,False,False,False,1,1.3862943611198906,False,True,False
4,231,1.0986122886681098,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,9.041685005946043,True,True,False,False,1,1.0986122886681098,False,True,False
4,229,1.0986122886681098,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,8.989818381366925,True,True,False,False,1,1.0986122886681098,False,False,False
4,266,0.6931471805599453,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,9.262648151599528,True,True,False,False,1,1.3862943611198906,False,False,False
4,260,0.6931471805599453,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,9.13356731317027,True,False,False,False,1,1.0986122886681098,False,True,False
4,259,0.6931471805599453,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.171703488361265,True,False,False,False,1,1.0986122886681098,False,False,False
4,188,1.9459101490553132,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,9.189218875354072,False,True,False,False,1,1.0986122886681098,False,False,False
4,273,1.0986122886681098,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,9.0217190130337,True,False,False,False,1,1.0986122886681098,False,False,False
4,265,2.6390573296152584,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.039907859574642,True,False,True,False,1,1.791759469228055,False,False,False
4,246,1.9459101490553132,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,9.009080614161977,True,False,False,False,1,1.0986122886681098,False,False,False
4,195,1.9459101490553132,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,9.014325488050225,False,False,False,False,1,1.0986122886681098,False,False,False
4,268,1.0986122886681098,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.085457189829492,True,True,True,False,1,2.0794415416798357,False,True,False
4,272,1.3862943611198906,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,9.175748927206564,True,False,False,False,1,1.3862943611198906,False,True,False
4,264,1.6094379124341003,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.056839480990421,True,False,False,False,1,1.0986122886681098,False,True,False
4,268,1.0986122886681098,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,9.004913941467132,True,False,False,False,1,1.6094379124341003,False,False,False
4,272,0.6931471805599453,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.056956065076825,False,False,False,False,1,1.3862943611198906,False,True,False
4,265,1.3862943611198906,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,9.102309627762478,True,False,False,False,1,1.0986122886681098,False,True,False
4,272,0.6931471805599453,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,9.029178142902074,True,False,False,False,1,1.0986122886681098,False,False,False
4,7,1.9459101490553132,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,9.029297996680608,False,False,True,False,1,1.6094379124341003,False,True,False
